count;token;matched
1;4oap;oap
1;4obesite;obesite
1;5adenocarcinome;adenocarcinome
1;5fausse;fausse
1;630;30 60 600
1;654;65%
1;695;69 95 p95
1;6inf;inf
1;730;30 70 73%
1;7814;7-14
1;7cm;acm cm scm
1;7eme;3eme 5eme 6eme 8eme veme
1;8surface;surface
1;930;30 90 900 950
1;9insuffisance;insuffisance
1;aalcoolique;alcoolique
1;aaomi;aomi
1;aaret;arret
1;aavec;avec
1;abandance;abondance
1;abdomial;abdominal
1;abdomibale;abdominale
1;abdominaal;abdominal
1;abdominlale;abdominale
1;abdomionale;abdominale
1;abdomonale;abdominale
1;abestose;asbestose
1;abevrisme;anevrisme
1;abgor;angor
1;abodominale;abdominale
1;abords;abord
1;abscence;absence
1;absces;abces
1;absominal;abdominal
1;abtention;abstention attention
1;abtstention;abstention
1;abvec;avec
1;ac-fa;acfa
1;acarcinose;carcinose
1;accicent;accident
1;accidet;accident
1;accutisation;acutisation
1;acev;ace
1;acfac;acfa
1;acidode;acidose
1;acidoscetose;acidocetose
1;acite;acide acte acuite acute agite alite ascite
1;acivation;activation
1;acquises;acquise
1;acquisse;acquise
1;acrdiaque;acardiaque
1;actd;act acte acth
1;actication;activation
1;acuise;acquise acuite acutise
1;acuitisee;acutisee
1;acvec;avec
1;adam;ada adams adem
1;adanocarcinome;adenocarcinome
1;adenacarcinome;adenocarcinome
1;adenicarcinome;adenocarcinome
1;adenocarcenome;adenocarcinome
1;adenocarcimome;adenocarcinome
1;adenocarcinime;adenocarcinome
1;adenocarciome;adenocarcinome
1;adenocatcinome;adenocarcinome
1;adenorcarcinome;adenocarcinome
1;adeocarcinome;adenocarcinome
1;adl;ad ada adh adk ado adp adt al apl atl hdl ldl
1;admisssion;admission
1;adv;ad ada adh adk ado adp adt av
1;aereus;aureus cereus
1;aeriennees;aeriennes
1;aero;zero
1;aevc;avc evc
1;afca;aca afa anca arca
1;agauche;gauche
1;agenesir;agenesie
1;agor;angor
1;agranuloytose;agranulocytose
1;agresivite;agressivite
1;agrravation;aggravation
1;ague;age agee aigue bague vague
1;ahzheimer;alzheimer
1;aides;acides aide ailes aines
1;aig;aag aeg ag aic aigu air ait apg cig fig hig ig lig mig
1;aiguep;aigue aigues
1;aiguie;aigue
1;ail;aic aile air ait al apl atl fil nail rail
1;alacoolo-tabagisme;alcoolo-tabagisme
1;alazheimer;alzheimer
1;alccol;alcool
1;alccolisation;alcoolisation
1;alcoholisme;alcoolisme
1;alcolisation;alcoolisation
1;alcooisme;alcoolisme
1;alcooloique;alcoolique
1;alezheimer;alzheimer
1;algille;alagille
1;alheimer;alzheimer
1;alimente;aliment aliments
1;alitment;aliment alitement
1;allogreffes;allogreffe allogreffee
1;alogreffee;allogreffee
1;alors;lors
1;alpha1;alpha
1;alsheimer;alzheimer
1;altera;altere
1;alterartion;alteration
1;alteratin;alteration
1;alteratrion;alteration
1;altertion;alteration
1;altration;alteration
1;alveolointerstitielle;alveolo-interstitielle
1;alvulaire;valvulaire
1;alyeration;alteration
1;alzheiemer;alzheimer
1;alzheiler;alzheimer
1;alzheimere;alzheimer
1;alzheimzr;alzheimer
1;alzhzimer;alzheimer
1;amaigrissment;amaigrissement
1;amblee;emblee
1;amigdale;amygdale
1;ammaire;mammaire
1;amorexie;anorexie
1;ampulome;ampullome
1;amputatuion;amputation
1;amputee;ampute amputes
1;amutation;amputation mutation
1;amygadale;amygdale
1;amygadalien;amygdalien
1;analse;anale
1;anasomose;anastomose
1;anastomitique;anastomatique anastomotique
1;ancicoagulant;anticoagulant
1;ancie;ancien
1;ancreatique;pancreatique
1;andgiocholite;angiocholite
1;anecrysme;anevrysme
1;anemine;anemie
1;anesthesistes;anesthesiste
1;aneuie;anemie
1;anevisme;anevrisme
1;anevryme;anevrysme
1;anevryseme;anevrysme
1;anevrysma;anevrysme
1;angicholecystite;angiocholecystite
1;angio-dyplasie;angiodyplasie
1;angiocholithe;angiocholite
1;angiosarcomme;angiosarcome
1;angoissee;angoisse
1;angrene;gangrene
1;ankilosante;ankylosante
1;anmal;anal animal
1;annal;anal
1;ano;aao abo ado an ane ans ant pno
1;anomaies;anomalies
1;anomalis;anomalie anomalies
1;anomallie;anomalie
1;anoxo-ichemique;anoxo-ischemique
1;anoxo-ischiemique;anoxo-ischemique
1;anoxoischemique;anoxo-ischemique
1;anrerieur;anterieur
1;ans6;ans anse
1;antecedants;antecedents
1;antecedentes;antecedents
1;antedcedent;antecedent antededent
1;anteo-septo-apical;antero-septo-apical
1;anti-angregant;anti-agregant
1;anti-neoplasique;antineoplasique
1;anti-synthetases;antisynthetases
1;antiaggregants;antiagregants
1;antibiothiques;antibiotiques
1;anticdoagulant;anticoagulant
1;anticoaagulant;anticoagulant
1;anticoaglulants;anticoagulants
1;anticoagulanats;anticoagulants
1;anticoagullant;anticoagulant
1;anticogulant;anticoagulant
1;anticogulation;anticoagulation
1;antirejet;anti-rejet
1;antiretroviral;anti-retroviral
1;antithrombotique;anti-thrombotique
1;antithrombotiques;anti-thrombotiques
1;antivitaminek;antivitamine antivitamines
1;antocoagulation;anticoagulation
1;anuique;anurique
1;anvevrysme;anevrysme
1;anvrysme;anevrysme
1;anxie;anoxie
1;aoc;ac acc aic apc arc atc avc loc toc
1;aoh;adh avh oh
1;aomin;aomi
1;aop;aap acp adp ap avp fop op
1;aorotique;aortique
1;aortioque;aortique
1;aortobiiliaque;aorto-biiliaque
1;aortobronchique;aorto-bronchique
1;aortocoronaire;aorto-coronaire
1;aortocoronaires;aorto-coronaires
1;aortomesenterique;aorto-mesenterique
1;aortque;aortique
1;aoto;auto moto
1;apasie;abasie aphasie aplasie
1;apicolateral;apico-lateral
1;apn2e;apnee
1;apneee;apnee apnees
1;apnnee;apnee
1;apour;pour
1;appaareille;appareille
1;appareilee;appareille appareillee
1;apparent;apparente
1;apparentes;apparente apparentee
1;appendicestomie;appendicectomie
1;apperentee;apparentee
1;applasie;aplasie
1;apr7s;apres
1;apraxi;apraxie
1;apression;agression opression pression
1;aquise;acquise
1;aracnoidienne;arachnoidienne
1;ardiogenique;cardiogenique
1;ards;arcs
1;areb2;areb
1;areret;arret
1;areterite;arterite ureterite
1;ariculaire;articulaire auriculaire
1;arrect;arret
1;arrett;arret arrete arrets barrett
1;arrpet;arret
1;arrterite;arterite
1;arterie;artere arteria arteriel arterite
1;arteriite;arterite
1;arteriopahie;arteriopathie
1;arteriopatie;arteriopathie
1;arteriopethie;arteriopathie
1;arterioveneuse;arterioveineuse
1;arteripathie;arteriopathie
1;artficielle;artificielle
1;artheriopathies;arteriopathies
1;artheriosclerose;arteriosclerose artherosclerose
1;arthmie;arythmie
1;arthose;arthrose
1;arthrites;arterites arthrite
1;arthrtite;arthrite
1;articles;article
1;artirielle;arterielle
1;arto;auto
1;artret;arret
1;artriopathie;arteriopathie
1;ary;ara arc arx
1;aryhmie;arythmie
1;aryhmogene;arythmogene
1;aryhthmie;arythmie
1;aryrthmie;arythmie
1;arythme;arythmie rythme
1;arytmie;arythmie
1;ascendente;ascendante
1;ascide;acide ascite
1;asociee;associee
1;asohyxie;asphyxie
1;aspegillose;aspergillose
1;aspergillomes;aspergillome
1;aspergilose;aspergillose
1;asphixie;asphyxie
1;assiciee;associee
1;assistances;assistance
1;asthma;asthme
1;asystole;asystolie systole
1;asystoliea;asystolie
1;asytolie;asystolie
1;atcdt;atcd
1;atelecctasie;atelectasie
1;ateriel;arteriel materiel
1;ateriopathie;arteriopathie
1;atheroscleose;atherosclerose
1;athmatiformes;asthmatiformes
1;athrite;arthrite
1;athrodese;arthrodese
1;athrombose;thrombose
1;atlectasie;atelectasie
1;atteine;atteint atteinte
1;atteinet;atteint
1;attiente;attente
1;atypiqie;atypique
1;auricculaire;auriculaire
1;auriculaie;auriculaire
1;aurioculaire;auriculaire
1;aus;abus ams ans anus as ass ats au aux bus pus sus
1;auto-immmune;auto-immune
1;autoanticorps;auto-anticorps
1;autograffe;autogreffe
1;autogreffee;autogreffe
1;autonoie;autonome autonomie
1;autosondages;auto-sondages
1;autostrangulation;auto-strangulation
1;avcfa;acfa
1;avecc;avec
1;avei;alvei avci avec avi
1;averee;avere
1;avezc;avec
1;avgec;avec
1;avs;ams ans as ass ats av avc avh avi avis avk avp tvs
1;axilaire;axiliaire axillaire
1;ayriculaire;auriculaire
1;azheimer;alzheimer
1;bacilifere;bacillifere
1;bacteremie;bacteriemie
1;bacteriemiea;bacteriemie
1;balthasar;balthazar
1;balthazard;balthazar
1;barotraumatique;baro-traumatique
1;barriatrique;bariatrique
1;bascterienne;bacterienne
1;basi;asi bas base baso
1;bassale;basale
1;bassins;bassin bassine
1;bav2;bav bavc
1;bcpo;bco
1;bdiabetique;diabetique
1;begard;regard
1;bental;bentall mental
1;betalactamines;beta-lactamines
1;bi-anti-agregation;bi-antiagregation
1;biantiagregation;bi-antiagregation
1;bicker;becker bricker
1;bifrontocalleux;bifronto-calleux
1;biiaire;bilaire biliaire iiaire
1;bilaiaire;biliaire
1;bilantes;bilantee
1;bilarerale;bilareral bilaterale
1;bilatreral;bilareral bilateral
1;bilio-pancretique;bilio-pancreatique
1;biliodigestive;bilio-digestive
1;billateral;bi-lateral bilateral billaterale
1;billiaire;biliaire
1;bimaleollaire;bimaleolaire
1;bimalleolaiire;bimalleolaire
1;bimalleollaire;bimalleolaire
1;bioiprothese;bio-prothese bioprothese
1;bioprotese;bioprothese
1;bioprothes;bioprothese
1;bioprothses;bioprotheses
1;biopsiee;biopsie biopsies
1;biosie;biopsie
1;biospsies;biopsies
1;bipsie;biopsie
1;bisegmentectomie;bi-segmentectomie
1;bisphosphonate;biphosphonate
1;bjambe;jambe
1;blioblastome;glioblastome
1;bonchite;bronchite
1;bpoc;bloc bpc
1;braches;branches broches
1;bradicardie;bradycardie
1;bradyarthmie;bradyarythmie
1;bradycarcdie;bradycardie
1;braonchique;bronchique
1;brnchique;bonchique bronchique
1;brocho-pulmonaire;broncho-pulmonaire
1;bronch-pleurale;broncho-pleurale bronchopleurale
1;bronchie;bronche bronchite
1;bronchiique;bronchique bronchitique
1;bronchioalveolaire;bronchio-alveolaire
1;bronchioloalveolaire;bronchiolo-alveolaire
1;bronchiopulmonaire;bronchopulmonaire
1;bronchiqie;bronchique
1;bronchiquen;bronchique bronchiques
1;broncho6pneumopathie;broncho-pneumopathie bronchopneumopathie
1;bronchooesophagienne;broncho-oesophagienne
1;bronchopatie;bronchopathie
1;bronchopnemonie;bronchopneumonie
1;bronchopneumapathie;bronchopneumopathie
1;bronchopneumopahie;bronchopneumopathie
1;bronchopneumopatie;bronchopneumopathie
1;bronchopneumopaties;bronchopneumopathies
1;bronchopneumpathie;bronchopneumopathie
1;bronchopneurmopathie;bronchopneumopathie
1;bronchopnneumopathie;bronchopneumopathie
1;bronchopulmonaiere;bronchopulmonaire
1;bronchopulmonaires;broncho-pulmonaires bronchopulmonaire
1;bronchospame;bronchospasme
1;bronchoulmonaire;bronchopulmonaire
1;bronchpneumonie;bronchopneumonie
1;bronhique;bronchique
1;bronhite;bronchite
1;brpnchique;bronchique
1;bsd;bbd bhd bsa bsg bzd hsd lsd msd
1;bthalassemie;thalassemie
1;bucale;buccale
1;buco;bco bpco
1;bukitt;burkitt
1;burger;berger buerger
1;c2-c5;c2-c3 c3-c5 c4-c5
1;c3c4;c3-c4
1;c4c6;c4-c6
1;c6-t7;c6-c7 t6-t7
1;caachexie;cachexie
1;caarcinose;carcinose
1;cachexir;cachexie
1;cacinoide;carcinoide
1;cacinomatose;carcinomatose
1;cacinome;cancinome carcinome carinome
1;cacinose;calcinose carcinose
1;cadence;carence
1;cadio-respiratoire;cardio-respiratoire
1;cadiorespiratoire;cardiorespiratoire
1;cahchexie;cachexie
1;caircinome;carcinome
1;calcaneeum;calcaneum
1;calcyphylaxie;calciphylaxie
1;calxcul;calcul
1;camionette;camionnette
1;cancerr;cancer cancers
1;cancida;candida
1;cancver;cancer
1;candcer;cancer
1;candidas;candida
1;candidat;candida
1;candideme;candidemie
1;canecer;cancer
1;canser;cancer
1;canules;canule
1;canver;cancer
1;carcer;cancer
1;carcimome;carcinome
1;carcimose;carcinose
1;carcinaomateuse;carcinomateuse
1;carcinime;carcinome
1;carcinme;carcinome
1;carcinole;carcinome carcinose
1;carcinomaeuse;carcinomateuse
1;carcinomateurse;carcinomateuse
1;carcinomateus;carcinomateuse carcinomateux
1;carcinomogique;carcinologique
1;carcinomse;carcinome carcinose
1;carcinomteuse;carcinomateuse
1;carcinomue;carcinome
1;carciome;carcinome
1;carda;cardia
1;cardage;cordage
1;cardaiaque;cardiaque
1;cardaque;cardiaque
1;cardfiaque;cardiaque
1;cardi;cardia
1;cardi-circulatoire;cardio-circulatoire cardiocirculatoire
1;cardi-vasculaire;cardio-vasculaire cardiovasculaire
1;cardiaaque;cardiaque
1;cardiaaue;cardiaque
1;cardiac;cardia cardial
1;cardiaique;cardiaque
1;cardiaqie;cardiaque
1;cardiaquie;cardiaque
1;cardiaquue;cardiaque
1;cardiaue;cardiale cardiaque
1;cardiauque;cardiaque
1;cardigenique;cardiogenique
1;cardiiaque;cardiaque
1;cardiiomyopathie;cardiomyopathie
1;cardiiopathie;cardiopathie
1;cardiipathie;cardiopathie
1;cardimyopathie;cardiomyopathie
1;cardio-ci-rculatoire;cardio-circulatoire
1;cardio-circulatoir;cardio-circulatoire
1;cardio-cirulatoire;cardio-circulatoire
1;cardio-myopathie;cardiomyopathie
1;cardio-resiratoire;cardio-respiratoire
1;cardio-respieratoire;cardio-respiratoire
1;cardio-respiratioire;cardio-respiratoire
1;cardio-respiratoiere;cardio-respiratoire
1;cardio-respiratoir;cardio-respiratoire
1;cardio-respiratore;cardio-respiratoire
1;cardio-respiratpoire;cardio-respiratoire
1;cardio-resporatoire;cardio-respiratoire
1;cardio6circulatoire;cardio-circulatoire cardiocirculatoire
1;cardioapathie;cardiopathie
1;cardioathie;cardiopathie
1;cardiocircolatoire;cardiocirculatoire
1;cardiocirculatire;cardiocirculatoire
1;cardiocirculatoires;cardio-circulatoires cardiocirculatoire
1;cardiocirculatoite;cardiocirculatoire
1;cardiodrespiratoire;cardio-respiratoire cardiorespiratoire
1;cardioemboligene;cardio-emboligene
1;cardioemboliques;cardio-emboliques
1;cardioenique;cardiogenique
1;cardiogeniqe;cardiogenique
1;cardiogeznique;cardiogenique
1;cardioirespiratoire;cardio-respiratoire cardiorespiratoire
1;cardiomyipathie;cardiomyopathie
1;cardiomyoopathie;cardiomyopathie
1;cardiomyopapthie;cardiomyopathie
1;cardiomyopathir;cardiomyopathie
1;cardioogenique;cardiogenique
1;cardiopathhie;cardiopathie
1;cardiopathiie;cardiopathie
1;cardiopathioe;cardiopathie
1;cardiopatrhie;cardiopathie
1;cardiopatthie;cardiopathie
1;cardiopoathie;cardiopathie
1;cardiopthie;cardiopathie
1;cardioreapiratoire;cardiorespiratoire
1;cardiorenale;cardio-renale
1;cardiorespioratoire;cardiorespiratoire
1;cardiorespiraoire;cardiorespiratoire
1;cardiorespiratioire;cardiorespiratoire
1;cardiorespiratoirei;cardiorespiratoire
1;cardiorespiratoirer;cardiorespiratoire
1;cardiorespirtoire;cardiorespiratoire
1;cardiosrespiratoire;cardio-respiratoire cardiorespiratoire
1;cardiques;cardiaques
1;cardo-respiratoire;cardio-respiratoire
1;cardopulmonaire;cardiopulmonaire
1;cardqiaque;cardiaque
1;cardyomyopathie;cardiomyopathie
1;caricnome;carinome
1;carinose;carcinose carinome
1;cario;cargo carie
1;cario-circulatoire;cardio-circulatoire
1;cario-respiratoire;cardio-respiratoire
1;cariocirculatoire;cardiocirculatoire
1;cariogenique;cardiogenique
1;cariopathie;cardiopathie
1;cariorespiratoire;cardiorespiratoire
1;caroridien;carotidien
1;carotdienne;carotidienne
1;carotidde;carotide carotidie
1;carrentielle;carentielle
1;cartdiopathie;cardiopathie
1;carvernome;cavernome
1;cascades;cascade
1;casculaire;vasculaire
1;castelmann;castelman
1;cateterisme;catheterisme
1;cathe;cath
1;catrdiorespiratoire;cardiorespiratoire
1;ccancer;cancer
1;cclusion;occlusion
1;ccoronaropathie;coronaropathie
1;celluaire;cellulaire
1;cellues;cellules
1;celluiles;cellules
1;cellulare;cellulaire
1;cellulire;cellulaire cellulite
1;cellulle;cellule
1;cellulles;cellules
1;celulaire;cellulaire
1;celule;cellule
1;cenescence;senescence
1;centr;centre
1;centriculaire;ventriculaire
1;cerabrales;cerebrales
1;cerbrale;cerebrale
1;cerbrales;cerebrales
1;cercical;cervical
1;cerdiaque;cardiaque
1;cerdiopathie;cardiopathie
1;cerdiorespiratoire;cardiorespiratoire
1;cerebal;cerebral
1;cerebales;cerebrales
1;cerebelluse;cerebelleuse
1;cerebralas;cerebrales
1;cerebralea;cerebrale cerebrales
1;cerebralel;cerebrale cerebrales
1;cerebralle;cerebrale
1;cerebreal;cerebral
1;cerebrle;cerebrale
1;cerebromeninge;cerebro-meninge cerebromeningee
1;cerenrales;cerebrales
1;cererbral;cerebral
1;cerrbral;cerebral
1;cerrebral;cerebral
1;cervau;cerveau
1;cervicalen;cervicale cervicales
1;cetheter;catheter
1;cetosiques;cetosique
1;cezary;sezary
1;chac;chat chc choc
1;chage;cage charge
1;change;charge echange
1;changemet;changement
1;chaque;chique
1;charliere;charniere
1;charnierre;charniere
1;chcoc;choc
1;chea;chef chez dhea
1;chimioterapie;chimiotherapie
1;chimioth2rapie;chimiotherapie
1;chimiotheapie;chimiotherapie
1;chimiotheraoie;chimiotherapie
1;chimiottherapie;chimiotherapie
1;chimmiotherapie;chimiotherapie
1;chinmiotherapie;chimiotherapie
1;chio;chid chip
1;chioc;choc
1;chirrgie;chirurgie
1;chirrhose;cirrhose
1;chirurgicatlement;chirurgicalement
1;chirurugie;chirurgie
1;chiurgie;chirurgie
1;chjolangiocarcinome;cholangiocarcinome
1;chlorydrique;chlorhydrique
1;chmiotherapie;chimiotherapie
1;cho;ch chc choc cmo co
1;chocestase;cholestase
1;choic;choc
1;cholagiocarcinome;cholangiocarcinome
1;cholangioarcinome;cholangiocarcinome
1;cholangiocarcinom;cholangiocarcinome
1;cholangiocarcninome;cholangiocarcinome
1;cholecistectomie;cholecystectomie
1;cholecytectomie;cholecystectomie
1;cholescystite;cholecystite
1;cholestero;cholesterol
1;cholite;colite
1;cholostase;cholestase
1;chondrablastique;chondroblastique
1;chop;chip choc
1;chrinique;chronique
1;chromnique;chronique
1;chroncique;chronique
1;chroniqe;chronique
1;chroniqque;chronique
1;chroniquie;chronique
1;chronnique;chronique
1;chuten;chute chutes
1;chuttes;chutes
1;cicatricielles;cicatricielle
1;cicratrisee;cicatrisee
1;cicrculatoire;circulatoire
1;cip;cbp chip ci cia cid cig cis civ clip cp crp csp dip uip
1;ciphoscoliose;cyphoscoliose
1;circonferenciel;circonferentiel
1;circulaitoire;circulatoire
1;circulartoire;circulatoire
1;circulatoie;circulatoire
1;circullatoire;circulatoire
1;cirrhoe;cirrhose
1;cirrhos;cirrhose
1;cirrhotiques;cirrhotique
1;cirrhrose;cirrhose
1;cirrohose;cirrhose
1;cirrrhose;cirrhose
1;cirulatoires;circulatoires
1;cisternal;cisternale
1;citrulinemie;citrullinemie
1;ck20;cd20
1;ck7;c7
1;clacae;cloacae
1;classee;cassee classe
1;clerose;sclerose
1;clocae;cloacae
1;cloisone;cloison cloisonne
1;clone;cone
1;clostridum;clostridium
1;cm2;c12 c2 cm cmd cmh cmi cmj cmo cmv co2 gm2 m2
1;cma;ca cca cia cm cmd cmh cmi cmj cmo cmv coma cpa ema pma
1;cocainomane;cocainomanie
1;coeliomesenteriques;coelio-mesenteriques
1;coerulea;caerulea
1;cognitf;cogniif cognitif
1;cognitifis;cognitifs
1;cognitits;cognitifs
1;colecytomie;colectomie
1;colexctasie;colectasie
1;collecte;collectee
1;collectomie;colectomie colpectomie
1;coloon;colon
1;coloscopies;coloscopie
1;come;bome coma cone cote dome home
1;comitialte;comitiale comitialite
1;comitilalite;comitialite
1;comminicante;communicante
1;commuen;commun
1;communicant;communicante
1;compiquee;compliquee
1;complere;complete complexe
1;complerte;complete
1;complicatons;complications complicaton
1;compliqu2e;complique compliquee
1;comporetement;comportement
1;compressiv;compressif compressive
1;comprssion;compresion compression
1;comprtement;comportement
1;comstrictive;constrictive
1;comunautaire;communautaire
1;conforts;confort
1;confusionnele;confusionnel confusionnelle confusionnels
1;congestiva;congestive
1;congnitifs;cognitifs
1;conotroncale;cono-troncale conotronchale
1;consciance;conscience
1;consciences;conscience
1;consience;conscience
1;constituee;constitue
1;consulsive;convulsive
1;contac;contact
1;contextre;contexte
1;continus;contigus continu continue
1;contro;contre
1;contusionnelles;confusionnelles
1;conue;cone connue conque
1;cop;cbp co co2 col cou coup cp crp csp fop op
1;copntexte;contexte
1;coposante;composante
1;coranaire;coronaire
1;coranaires;coronaires
1;coraonaropathie;coronaropathie
1;cornarienne;cornariennes coronarienne
1;coronaienne;coronarienne
1;coronanrien;coronarien
1;coronaoropathie;coronaropathie
1;coronariene;coronarien coronarienne coronariens
1;coronnarien;coronarien
1;coronnaropathie;coronaropathie
1;coropnaropathie;coronaropathie
1;corp;cori coro corps cors coup crp
1;corrige;corrigee
1;corronarien;coronarien
1;corronaropathie;coronaropathie
1;cortico-surenalome;cortico-surrenalome
1;corticobasale;cortico-basale
1;corticoresistant;cortico-resistant
1;corticoresistante;cortico-resistante
1;corticotherape;corticotherapie
1;corticotherapee;corticotherapie
1;cortisonee;cortisone
1;cortoicoides;corticoides
1;coticoide;corticoide
1;couer;cour
1;cous;clous cofs cols cors cou coup coups cour cours mous sous
1;coxarthose;coxarthrose
1;coyloidienne;cotyloidienne
1;craniennne;cranienne
1;craniocerebrale;cranio-cerebrale
1;craniocerebrales;cranio-cerebrales
1;craniofaciale;cranio-faciale
1;cranyopharyngiome;craniopharyngiome
1;crcinome;carcinome
1;crcne;crane
1;crdiaque;cardiaque
1;crdio-respiratoire;cardio-respiratoire
1;crdiopathie;cardiopathie
1;crdiorespiratoire;cardiorespiratoire
1;crebrale;cerebrale
1;creutzfeldt-jacob;creutzfeldt-jakob
1;cris;bris cis cri cric crise gris iris
1;ct4;c14 c4 cd4 ct t4
1;ctc;atc cec chc cpc ct ktc tc
1;cuase;case crase
1;cuirculatoire;circulatoire
1;cul;cal cl col nul
1;curable;durable
1;curitherapie;curietherapie
1;curre;curare cure
1;cusching;cushing
1;cutan2es;cutanees cutanes
1;cutaneees;cutanees
1;cutaneo;cutane cutanee cutanes
1;cyctolyse;cytolyse
1;cyphoscliose;cyphoscoliose
1;cystocat;cystocath
1;cytolise;cytolyse
1;cytopenies;cytopenie
1;czrdio-respiratoire;cardio-respiratoire
1;d2compensation;decompensation
1;d2compensee;decompensee
1;d2d3;d2-d3
1;dabete;diabete
1;daefaillance;defaillance
1;dapnee;apnee
1;datee;date ratee
1;davc;avc bavc
1;ddefaillance;defaillance
1;ddroit;droit drroit
1;ddu;ddb diu du
1;deaillance;defaillance
1;debutrition;denutrition
1;dec;cec de dem des dpc ec iec pec sec
1;deccompensation;decompensation
1;decelee;decedee
1;decelerations;deceleration
1;decidee;decedee
1;decison;decision
1;declares;declare declaree
1;decmpensation;decompensation
1;decompaensation;decompensation decompoensation
1;decompensa1tion;decompensation
1;decompensaations;decompensations
1;decompensaion;decompensation
1;decompensartion;decompensation
1;decompensatin;decompensation
1;decompensatio;decompensation
1;decompensdation;decompensation
1;decompenstation;decompensation
1;decomppensation;decompensation decompoensation
1;decompresion;decompression
1;decpmpensation;decompensation
1;decpompensation;decompensation
1;decubituus;decubitus
1;dedaillance;defaillance
1;dedicience;deficience
1;deecompensation;decompensation
1;defaillaence;defaillance
1;defaillancve;defaillance
1;defaillanvce;defaillance
1;defallance;defaillance
1;defaullance;defaillance
1;deffaillances;defaillances
1;defficit;deficit
1;defibrallateur;defibrillateur
1;definitve;definitive
1;defvorable;defavorable
1;degaillance;defaillance
1;degenaratif;degeneratif
1;degenarative;degenerative
1;deglutiion;deglutition
1;deglutiotion;deglutition
1;deglutitiion;deglutition
1;deglutititon;deglutition
1;degluttion;deglutition
1;degluttition;deglutition
1;deglutution;deglutition
1;degradadtion;degradation
1;degres;degre
1;deliriulm;delirium
1;demblee;emblee
1;demece;demence
1;demenc;demence dement
1;demencea;demence
1;demences;defences demence
1;demene;demence dement demente
1;demenxce;demence
1;demi;dem deni dmi domi semi
1;demo-hypodermite;dermo-hypodermite
1;demohypodermite;dermohypodermite
1;dencombrement;encombrement
1;denocarcinome;adenocarcinome
1;denurtrition;denutrition
1;denutriion;denutrition
1;denutriition;denutrition
1;denutririon;denutrition
1;denutritiion;denutrition
1;denutritin;denutrition
1;denutritinon;denutrition
1;denutritioan;denutrition
1;denutritionn;denutrition
1;denutritions;denutrition
1;deopuis;depuis
1;deoressif;depressif
1;depandance;dependance
1;depar;depart
1;depedant;dependant
1;deprerssion;depression
1;depresson;depression
1;depresszif;depressif
1;deprssif;depressif
1;deptique;peptique septique
1;deresse;detresse
1;dermato-fibrosarcome;dermatofibrosarcome
1;dermato-polymyosite;dermatopolymyosite
1;derresse;detresse
1;deshdratation;deshydratation
1;deshydratato;deshydrataton
1;deshydratattion;deshydratation
1;desincertion;desinsertion
1;desmoplasmique;desmoplasique desmoplastique
1;destresse;detresse
1;desz;des
1;deterioretion;deterioration
1;detreese;detresse
1;detrerse;detresse
1;detrersse;detresse
1;detresser;detresse detresses
1;detrtesse;detresse
1;deu;de dem des deux diu du feu geu jeu peu reu
1;deuence;demence
1;devaillance;defaillance
1;devere;devore severe
1;devouverte;decouverte
1;dhemiplegie;hemiplegie
1;diabee;diabete
1;diabete2;diabete
1;diabetes;diabete
1;diabte;diabete
1;diabtete;diabete
1;diagostic;diagnostic
1;dialise;dialyse
1;dialyee;dialyse dialysee
1;diaphragmantique;diaphragmatique
1;diatation;dilatation
1;diatee;dilatee
1;diatolique;diastolique
1;diaysee;dialysee
1;diebete;diabete
1;difficult2s;difficultes
1;diffusin;diffusion
1;diffuuses;diffuses
1;dig;cig d-g di did din dip dir diu fig hig ig lig mig
1;digesive;digestive
1;digestf;digestif
1;dignostic;diagnostic
1;dignostique;diagnostique
1;diissemine;dissemine
1;dikatee;dilatee
1;dilat2;dilate
1;dilataton;dilatation
1;dilateee;dilatee dilatees
1;dilation;dilution
1;dinsuffisance;insuffisance
1;disceminee;disseminee
1;disection;dissection
1;diseminee;disseminee
1;diseminees;disseminees
1;dislipidemie;dyslipidemie
1;dissociatin;dissociatif dissociation
1;distention;distension
1;diverticlite;diverticulite
1;dobliterante;obliterante
1;documentes;documentee
1;doites;doite droites
1;donc;don
1;dossociation;dissociation
1;doubles;double
1;dpdt;dpd pdt
1;droie;droit droite
1;droitee;droite droites
1;drote;droite
1;dst;dbt dft ds dsa dsh dsta dt mst st
1;dstade;stade
1;dtresse;detresse
1;dtroit;droit drroit etroit
1;dtrouble;trouble
1;dubin;dublin
1;duchesne;duchenne
1;dudodenal;duodenal
1;dues;des due dukes dures durs
1;duodenojejunal;duodeno-jejunal
1;dupranucleaire;supranucleaire
1;durdosage;surdosage
1;duremerienne;dure-merienne
1;dyalyse;dialyse
1;dyarrhee;diarrhee
1;dyfonction;dysfonction
1;dysfonstion;dysfonction
1;dyshrythmique;dysarythmique dysrythmique
1;dyslipedemie;dyslipidemie
1;dyslipideie;dyslipidemie
1;dystyroidie;dysthyroidie
1;e10;10 c10 d10 k10 t10 w10
1;eavec;avec
1;ebvolution;evolution
1;echafaudaje;echafaudage
1;echappemebt;echappement
1;echappemet;echappement
1;ecto-sigmoidien;recto-sigmoidien
1;ede;de edex edf edme pde
1;edeme;edme oedeme
1;eenutrition;denutrition
1;eilepsie;epilepsie
1;einhalation;inhalation
1;einsuffisance;insuffisance
